mass,logt,lum
0.3,7.289,-1.413
0.3,7.298997,-1.419
0.3,7.308991,-1.425
0.3,7.318987,-1.431
0.3,7.328973,-1.437
0.3,7.339167,-1.443
0.3,7.350645,-1.45
0.3,7.362869,-1.458
0.3,7.375279,-1.465
0.3,7.382049,-1.469
0.3,7.395569,-1.478
0.3,7.40232,-1.482
0.3,7.409064,-1.486
0.3,7.422532,-1.494
0.3,7.429258,-1.498
0.3,7.442699,-1.508
0.3,7.449427,-1.512
0.3,7.462895,-1.522
0.3,7.469638,-1.527
0.3,7.483141,-1.536
0.3,7.489899,-1.541
0.3,7.503435,-1.55
0.3,7.510214,-1.555
0.3,7.523787,-1.565
0.3,7.530584,-1.569
0.3,7.544197,-1.579
0.3,7.551013,-1.584
0.3,7.564659,-1.593
0.3,7.571495,-1.598
0.3,7.585185,-1.608
0.3,7.59204,-1.612
0.3,7.605767,-1.622
0.3,7.61264,-1.627
0.3,7.619518,-1.631
0.3,7.633293,-1.641
0.3,7.640189,-1.646
0.3,7.653898,-1.655
0.3,7.660812,-1.66
0.3,7.674666,-1.669
0.3,7.681602,-1.674
0.3,7.695498,-1.683
0.3,7.702461,-1.688
0.3,7.709431,-1.693
0.3,7.723401,-1.702
0.3,7.730401,-1.707
0.3,7.744439,-1.716
0.3,7.751475,-1.721
0.3,7.765592,-1.73
0.3,7.772674,-1.735
0.3,7.779773,-1.74
0.3,7.794026,-1.749
0.3,7.801183,-1.754
0.3,7.815568,-1.763
0.3,7.822797,-1.767
0.3,7.830056,-1.772
0.3,7.844659,-1.781
0.3,7.852009,-1.786
0.3,7.859395,-1.79
0.3,7.874277,-1.799
0.3,7.881779,-1.804
0.3,7.889326,-1.808
0.3,7.904559,-1.817
0.3,7.912248,-1.822
0.3,7.919992,-1.827
0.3,7.935657,-1.835
0.3,7.943582,-1.84
0.3,7.951573,-1.844
0.3,7.959635,-1.849
0.3,7.975989,-1.858
0.3,7.984294,-1.862
0.3,7.992693,-1.867
0.3,8.001188,-1.871
0.3,8.009786,-1.876
0.3,8.027333,-1.884
0.3,8.036305,-1.889
0.3,8.045413,-1.893
0.3,8.054674,-1.898
0.3,8.064106,-1.902
0.3,8.073718,-1.906
0.3,8.083538,-1.911
0.3,8.093583,-1.915
0.3,8.103882,-1.919
0.3,8.114468,-1.924
0.3,8.125374,-1.928
0.3,8.136651,-1.932
0.3,8.148359,-1.937
0.3,8.16021,-1.941
0.3,8.171911,-1.945
0.3,8.183458,-1.948
0.3,8.194844,-1.952
0.3,8.20607,-1.955
0.3,8.217131,-1.958
0.3,8.22802,-1.96
0.3,8.238743,-1.963
0.3,8.249296,-1.965
0.3,8.259677,-1.967
0.3,8.269891,-1.969
0.3,8.279936,-1.971
0.3,8.289812,-1.972
0.3,8.299525,-1.974
0.3,8.309072,-1.975
0.3,8.318458,-1.976
0.3,8.327684,-1.977
0.3,8.336752,-1.978
0.3,8.345668,-1.979
0.3,8.354431,-1.98
0.3,8.36472,-1.981
0.3,8.376754,-1.982
0.3,8.390766,-1.983
0.3,8.407007,-1.984
0.3,8.425725,-1.985
0.3,8.44717,-1.986
0.3,8.471582,-1.986
0.3,8.499173,-1.987
0.3,8.530123,-1.987
0.3,8.564567,-1.988
0.3,8.600542,-1.988
0.3,8.633763,-1.988
0.3,8.664623,-1.988
0.3,8.693435,-1.988
0.3,8.720454,-1.988
0.3,8.74589,-1.988
0.3,8.769918,-1.988
0.3,8.792686,-1.988
0.3,8.81432,-1.987
0.3,8.834927,-1.987
0.3,8.854601,-1.987
0.3,8.873421,-1.987
0.3,8.89146,-1.987
0.3,8.908779,-1.987
0.3,8.925434,-1.987
0.3,8.941474,-1.987
0.3,8.956943,-1.986
0.3,8.971879,-1.986
0.3,8.986319,-1.986
0.3,9.000295,-1.986
0.3,9.013835,-1.986
0.3,9.026962,-1.986
0.3,9.039708,-1.985
0.3,9.05209,-1.985
0.3,9.064128,-1.985
0.3,9.075842,-1.985
0.3,9.087245,-1.985
0.3,9.09836,-1.985
0.3,9.109197,-1.984
0.3,9.11977,-1.984
0.3,9.130092,-1.984
0.3,9.140172,-1.984
0.3,9.150025,-1.984
0.3,9.15966,-1.983
0.3,9.169086,-1.983
0.3,9.178312,-1.983
0.3,9.187346,-1.983
0.3,9.196193,-1.983
0.3,9.204866,-1.982
0.3,9.213369,-1.982
0.3,9.221709,-1.982
0.3,9.229892,-1.982
0.3,9.237921,-1.982
0.3,9.245806,-1.981
0.3,9.253551,-1.981
0.3,9.261161,-1.981
0.3,9.268639,-1.981
0.3,9.275988,-1.98
0.3,9.283218,-1.98
0.3,9.290328,-1.98
0.3,9.297325,-1.98
0.3,9.30421,-1.98
0.3,9.310986,-1.979
0.3,9.31766,-1.979
0.3,9.324233,-1.979
0.3,9.330708,-1.979
0.3,9.337088,-1.978
0.3,9.343375,-1.978
0.3,9.349571,-1.978
0.3,9.355681,-1.978
0.3,9.361707,-1.978
0.3,9.36765,-1.977
0.3,9.373513,-1.977
0.3,9.379296,-1.977
0.3,9.385005,-1.977
0.3,9.39064,-1.976
0.3,9.396203,-1.976
0.3,9.401695,-1.976
0.3,9.407117,-1.976
0.3,9.412474,-1.976
0.3,9.417766,-1.975
0.3,9.422993,-1.975
0.3,9.428159,-1.975
0.3,9.433262,-1.975
0.3,9.438308,-1.975
0.3,9.443296,-1.974
0.3,9.448227,-1.974
0.3,9.453103,-1.974
0.3,9.457923,-1.974
0.3,9.462691,-1.973
0.3,9.467408,-1.973
0.3,9.472074,-1.973
0.3,9.476691,-1.973
0.3,9.481259,-1.973
0.3,9.485778,-1.972
0.3,9.490252,-1.972
0.3,9.49468,-1.972
0.3,9.499064,-1.972
0.3,9.503404,-1.972
0.3,9.507699,-1.971
0.3,9.511954,-1.971
0.3,9.516168,-1.971
0.3,9.520341,-1.971
0.3,9.524474,-1.971
0.3,9.528567,-1.97
0.3,9.532623,-1.97
0.3,9.536642,-1.97
0.3,9.540623,-1.97
0.3,9.544569,-1.97
0.3,9.548478,-1.969
0.3,9.552353,-1.969
0.3,9.556194,-1.969
0.3,9.560001,-1.969
0.3,9.563775,-1.969
0.3,9.567517,-1.968
0.3,9.571225,-1.968
0.3,9.574904,-1.968
0.3,9.578551,-1.968
0.3,9.582168,-1.968
0.3,9.585755,-1.968
0.3,9.589312,-1.967
0.3,9.59284,-1.967
0.3,9.596341,-1.967
0.3,9.599813,-1.967
0.3,9.603258,-1.967
0.3,9.606675,-1.966
0.3,9.610066,-1.966
0.3,9.620083,-1.966
0.3,9.629873,-1.965
0.3,9.639448,-1.965
0.3,9.651895,-1.964
0.3,9.661001,-1.964
0.3,9.669921,-1.963
0.3,9.681535,-1.962
0.3,9.690046,-1.962
0.3,9.701141,-1.961
0.3,9.709281,-1.961
0.3,9.719901,-1.96
0.3,9.730268,-1.96
0.3,9.740393,-1.959
0.3,9.750288,-1.959
0.3,9.759962,-1.958
0.3,9.769425,-1.958
0.3,9.780971,-1.957
0.3,9.789992,-1.956
0.3,9.801011,-1.956
0.3,9.809629,-1.955
0.3,9.820167,-1.955
0.3,9.830455,-1.954
0.3,9.840504,-1.954
0.3,9.850327,-1.953
0.3,9.859932,-1.953
0.3,9.86933,-1.952
0.3,9.880345,-1.951
0.3,9.889315,-1.951
0.3,9.899841,-1.95
0.3,9.910117,-1.95
0.3,9.920156,-1.949
0.3,9.929968,-1.949
0.3,9.939563,-1.948
0.3,9.950496,-1.948
0.3,9.959653,-1.947
0.3,9.970098,-1.947
0.3,9.980297,-1.946
0.3,9.990262,-1.946
0.3,10.000004,-1.945
0.4,5.689995,-0.04
0.4,5.700209,-0.05
0.4,5.710513,-0.06
0.4,5.720897,-0.07
0.4,5.731367,-0.08
0.4,5.74192,-0.09
0.4,5.752559,-0.101
0.4,5.763283,-0.111
0.4,5.774093,-0.121
0.4,5.779531,-0.126
0.4,5.790472,-0.136
0.4,5.801499,-0.146
0.4,5.812613,-0.157
0.4,5.823814,-0.167
0.4,5.829445,-0.172
0.4,5.840772,-0.182
0.4,5.852181,-0.192
0.4,5.863676,-0.203
0.4,5.869452,-0.208
0.4,5.881071,-0.218
0.4,5.892769,-0.228
0.4,5.904546,-0.239
0.4,5.910465,-0.244
0.4,5.922363,-0.254
0.4,5.934338,-0.264
0.4,5.940356,-0.269
0.4,5.952429,-0.279
0.4,5.964557,-0.288
0.4,5.970641,-0.293
0.4,5.98285,-0.302
0.4,5.988973,-0.307
0.4,6.001262,-0.317
0.4,6.013596,-0.326
0.4,6.019785,-0.331
0.4,6.032196,-0.341
0.4,6.044653,-0.351
0.4,6.050902,-0.355
0.4,6.063431,-0.365
0.4,6.069712,-0.37
0.4,6.082311,-0.38
0.4,6.094957,-0.389
0.4,6.101293,-0.394
0.4,6.114,-0.404
0.4,6.12037,-0.409
0.4,6.133143,-0.419
0.4,6.139545,-0.424
0.4,6.15238,-0.434
0.4,6.165262,-0.444
0.4,6.171718,-0.449
0.4,6.18466,-0.459
0.4,6.191149,-0.464
0.4,6.204158,-0.474
0.4,6.210682,-0.479
0.4,6.223761,-0.489
0.4,6.230316,-0.494
0.4,6.24347,-0.504
0.4,6.250061,-0.509
0.4,6.263288,-0.519
0.4,6.269919,-0.524
0.4,6.283222,-0.534
0.4,6.289892,-0.539
0.4,6.303274,-0.549
0.4,6.309983,-0.554
0.4,6.32344,-0.564
0.4,6.330188,-0.569
0.4,6.343724,-0.58
0.4,6.35051,-0.585
0.4,6.364117,-0.595
0.4,6.370938,-0.6
0.4,6.384611,-0.61
0.4,6.391463,-0.615
0.4,6.405199,-0.625
0.4,6.412082,-0.63
0.4,6.418974,-0.635
0.4,6.432785,-0.645
0.4,6.439704,-0.65
0.4,6.453563,-0.661
0.4,6.460504,-0.666
0.4,6.474407,-0.676
0.4,6.481367,-0.681
0.4,6.495304,-0.692
0.4,6.502281,-0.697
0.4,6.509262,-0.702
0.4,6.523238,-0.712
0.4,6.530233,-0.717
0.4,6.544233,-0.728
0.4,6.551238,-0.733
0.4,6.56526,-0.744
0.4,6.572277,-0.749
0.4,6.579296,-0.754
0.4,6.593349,-0.765
0.4,6.60038,-0.77
0.4,6.614461,-0.781
0.4,6.621507,-0.786
0.4,6.635614,-0.797
0.4,6.642677,-0.802
0.4,6.649747,-0.807
0.4,6.663892,-0.817
0.4,6.670967,-0.822
0.4,6.685119,-0.832
0.4,6.692197,-0.837
0.4,6.699279,-0.842
0.4,6.713451,-0.852
0.4,6.720542,-0.857
0.4,6.734741,-0.868
0.4,6.741847,-0.873
0.4,6.756077,-0.883
0.4,6.763203,-0.888
0.4,6.770334,-0.893
0.4,6.784619,-0.903
0.4,6.791773,-0.908
0.4,6.806106,-0.919
0.4,6.813283,-0.924
0.4,6.820469,-0.929
0.4,6.834864,-0.939
0.4,6.842074,-0.944
0.4,6.854985,-0.953
0.4,6.860457,-0.957
0.4,6.870006,-0.964
0.4,6.881826,-0.972
0.4,6.891589,-0.979
0.4,6.899912,-0.985
0.4,6.909399,-0.992
0.4,6.919397,-0.999
0.4,6.929469,-1.006
0.4,6.939351,-1.012
0.4,6.949988,-1.02
0.4,6.958972,-1.026
0.4,6.969132,-1.033
0.4,6.979105,-1.04
0.4,6.989297,-1.047
0.4,6.999382,-1.054
0.4,7.009175,-1.061
0.4,7.019249,-1.067
0.4,7.028978,-1.074
0.4,7.039013,-1.081
0.4,7.049005,-1.088
0.4,7.059094,-1.095
0.4,7.069013,-1.101
0.4,7.078979,-1.108
0.4,7.089064,-1.115
0.4,7.098997,-1.121
0.4,7.108991,-1.128
0.4,7.118988,-1.135
0.4,7.128984,-1.141
0.4,7.138984,-1.148
0.4,7.148994,-1.155
0.4,7.158986,-1.161
0.4,7.168995,-1.168
0.4,7.17898,-1.174
0.4,7.189706,-1.181
0.4,7.202259,-1.189
0.4,7.21127,-1.195
0.4,7.223921,-1.203
0.4,7.231248,-1.208
0.4,7.2459,-1.217
0.4,7.253219,-1.222
0.4,7.260532,-1.227
0.4,7.275139,-1.236
0.4,7.282432,-1.24
0.4,7.28972,-1.245
0.4,7.304279,-1.254
0.4,7.31155,-1.259
0.4,7.326076,-1.268
0.4,7.333334,-1.272
0.4,7.340587,-1.277
0.4,7.355082,-1.286
0.4,7.362324,-1.29
0.4,7.369565,-1.294
0.4,7.384032,-1.303
0.4,7.391263,-1.308
0.4,7.40572,-1.317
0.4,7.412944,-1.321
0.4,7.420169,-1.325
0.4,7.434617,-1.335
0.4,7.441851,-1.34
0.4,7.449091,-1.344
0.4,7.463596,-1.354
0.4,7.470859,-1.359
0.4,7.48541,-1.368
0.4,7.492699,-1.373
0.4,7.499998,-1.378
0.4,7.514623,-1.387
0.4,7.521952,-1.392
0.4,7.52929,-1.396
0.4,7.544004,-1.406
0.4,7.551378,-1.411
0.4,7.566164,-1.42
0.4,7.573577,-1.425
0.4,7.581005,-1.429
0.4,7.595906,-1.439
0.4,7.603379,-1.443
0.4,7.610872,-1.448
0.4,7.625912,-1.457
0.4,7.633461,-1.462
0.4,7.641034,-1.466
0.4,7.656175,-1.476
0.4,7.663736,-1.48
0.4,7.671291,-1.485
0.4,7.686389,-1.494
0.4,7.693934,-1.498
0.4,7.70148,-1.503
0.4,7.709026,-1.507
0.4,7.724125,-1.516
0.4,7.731682,-1.52
0.4,7.739246,-1.525
0.4,7.754397,-1.533
0.4,7.761989,-1.538
0.4,7.769593,-1.542
0.4,7.784849,-1.551
0.4,7.792506,-1.555
0.4,7.800185,-1.559
0.4,7.815622,-1.567
0.4,7.823385,-1.571
0.4,7.831184,-1.575
0.4,7.839021,-1.579
0.4,7.854827,-1.588
0.4,7.862807,-1.592
0.4,7.870843,-1.596
0.4,7.887106,-1.603
0.4,7.895347,-1.607
0.4,7.903668,-1.611
0.4,7.912077,-1.615
0.4,7.920581,-1.619
0.4,7.929185,-1.623
0.4,7.946732,-1.631
0.4,7.955693,-1.635
0.4,7.964794,-1.638
0.4,7.974048,-1.642
0.4,7.983469,-1.646
0.4,7.993074,-1.65
0.4,8.002883,-1.653
0.4,8.012913,-1.657
0.4,8.023195,-1.661
0.4,8.033757,-1.665
0.4,8.04463,-1.668
0.4,8.055856,-1.672
0.4,8.067078,-1.676
0.4,8.078156,-1.679
0.4,8.089092,-1.683
0.4,8.099884,-1.686
0.4,8.110536,-1.689
0.4,8.121041,-1.692
0.4,8.131407,-1.694
0.4,8.141625,-1.697
0.4,8.151707,-1.7
0.4,8.163498,-1.702
0.4,8.177242,-1.706
0.4,8.193177,-1.709
0.4,8.211561,-1.713
0.4,8.226306,-1.715
0.4,8.238222,-1.718
0.4,8.247909,-1.719
0.4,8.256446,-1.721
0.4,8.264856,-1.722
0.4,8.273143,-1.723
0.4,8.281306,-1.724
0.4,8.28935,-1.725
0.4,8.297277,-1.726
0.4,8.305085,-1.727
0.4,8.31278,-1.728
0.4,8.32036,-1.729
0.4,8.327829,-1.73
0.4,8.335189,-1.73
0.4,8.342442,-1.731
0.4,8.349588,-1.732
0.4,8.356632,-1.732
0.4,8.363572,-1.732
0.4,8.370411,-1.733
0.4,8.385107,-1.734
0.4,8.394464,-1.734
0.4,8.405432,-1.734
0.4,8.418238,-1.734
0.4,8.433125,-1.735
0.4,8.450338,-1.735
0.4,8.470133,-1.734
0.4,8.492753,-1.734
0.4,8.51843,-1.733
0.4,8.547362,-1.733
0.4,8.579715,-1.732
0.4,8.614505,-1.731
0.4,8.646713,-1.73
0.4,8.676697,-1.729
0.4,8.704744,-1.728
0.4,8.731089,-1.727
0.4,8.755927,-1.726
0.4,8.779421,-1.726
0.4,8.801709,-1.725
0.4,8.822908,-1.724
0.4,8.843121,-1.724
0.4,8.862435,-1.723
0.4,8.880926,-1.723
0.4,8.898662,-1.722
0.4,8.915702,-1.722
0.4,8.932099,-1.721
0.4,8.947899,-1.721
0.4,8.963144,-1.72
0.4,8.977872,-1.72
0.4,8.992118,-1.72
0.4,9.005909,-1.719
0.4,9.019278,-1.719
0.4,9.032248,-1.719
0.4,9.044841,-1.719
0.4,9.057076,-1.718
0.4,9.068979,-1.718
0.4,9.080565,-1.718
0.4,9.09185,-1.718
0.4,9.102849,-1.718
0.4,9.113572,-1.717
0.4,9.124041,-1.717
0.4,9.134263,-1.717
0.4,9.14425,-1.717
0.4,9.154013,-1.717
0.4,9.163558,-1.716
0.4,9.172901,-1.716
0.4,9.182046,-1.716
0.4,9.191004,-1.716
0.4,9.19978,-1.716
0.4,9.208382,-1.716
0.4,9.216815,-1.716
0.4,9.225089,-1.716
0.4,9.233209,-1.715
0.4,9.24118,-1.715
0.4,9.249007,-1.715
0.4,9.256694,-1.715
0.4,9.264249,-1.715
0.4,9.271674,-1.715
0.4,9.278975,-1.715
0.4,9.286155,-1.715
0.4,9.293217,-1.715
0.4,9.300167,-1.714
0.4,9.307008,-1.714
0.4,9.313743,-1.714
0.4,9.320375,-1.714
0.4,9.326905,-1.714
0.4,9.33334,-1.714
0.4,9.339682,-1.714
0.4,9.345932,-1.714
0.4,9.352094,-1.714
0.4,9.358169,-1.714
0.4,9.364159,-1.714
0.4,9.370069,-1.713
0.4,9.375899,-1.713
0.4,9.381653,-1.713
0.4,9.387331,-1.713
0.4,9.392934,-1.713
0.4,9.398468,-1.713
0.4,9.403932,-1.713
0.4,9.409328,-1.713
0.4,9.414658,-1.713
0.4,9.419921,-1.713
0.4,9.425123,-1.713
0.4,9.430264,-1.712
0.4,9.435344,-1.712
0.4,9.440366,-1.712
0.4,9.445329,-1.712
0.4,9.450237,-1.712
0.4,9.45509,-1.712
0.4,9.45989,-1.712
0.4,9.464637,-1.712
0.4,9.469333,-1.712
0.4,9.473977,-1.712
0.4,9.478574,-1.711
0.4,9.483122,-1.711
0.4,9.487623,-1.711
0.4,9.492078,-1.711
0.4,9.496487,-1.711
0.4,9.500852,-1.711
0.4,9.505174,-1.711
0.4,9.509454,-1.711
0.4,9.513692,-1.711
0.4,9.517887,-1.711
0.4,9.522044,-1.711
0.4,9.526161,-1.71
0.4,9.530239,-1.71
0.4,9.53428,-1.71
0.4,9.538282,-1.71
0.4,9.542249,-1.71
0.4,9.54618,-1.71
0.4,9.550075,-1.71
0.4,9.553936,-1.71
0.4,9.557762,-1.71
0.4,9.561556,-1.71
0.4,9.565316,-1.71
0.4,9.569045,-1.71
0.4,9.572742,-1.709
0.4,9.576407,-1.709
0.4,9.580041,-1.709
0.4,9.583645,-1.709
0.4,9.58722,-1.709
0.4,9.590766,-1.709
0.4,9.601232,-1.709
0.4,9.611452,-1.708
0.4,9.621437,-1.708
0.4,9.631197,-1.708
0.4,9.640744,-1.708
0.4,9.650084,-1.707
0.4,9.659229,-1.707
0.4,9.671128,-1.707
0.4,9.679844,-1.707
0.4,9.6912,-1.706
0.4,9.699526,-1.706
0.4,9.710384,-1.706
0.4,9.720978,-1.706
0.4,9.73132,-1.705
0.4,9.74142,-1.705
0.4,9.751291,-1.705
0.4,9.760943,-1.705
0.4,9.770386,-1.705
0.4,9.779627,-1.704
0.4,9.790908,-1.704
0.4,9.799727,-1.704
0.4,9.810505,-1.704
0.4,9.821021,-1.703
0.4,9.829256,-1.703
0.4,9.839333,-1.703
0.4,9.849182,-1.703
0.4,9.860712,-1.702
0.4,9.870094,-1.702
0.4,9.879276,-1.702
0.4,9.890044,-1.701
0.4,9.900552,-1.701
0.4,9.909119,-1.701
0.4,9.919181,-1.701
0.4,9.929015,-1.7
0.4,9.940213,-1.7
0.4,9.949587,-1.7
0.4,9.960273,-1.7
0.4,9.969229,-1.699
0.4,9.979448,-1.699
0.4,9.989432,-1.699
0.4,9.999193,-1.698
0.5,5.694573,0.076
0.5,5.700334,0.071
0.5,5.711924,0.061
0.5,5.723599,0.05
0.5,5.72947,0.045
0.5,5.741272,0.035
0.5,5.753158,0.025
0.5,5.75913,0.02
0.5,5.771133,0.009
0.5,5.783212,-0.001
0.5,5.789277,-0.006
0.5,5.801463,-0.017
0.5,5.813718,-0.027
0.5,5.81987,-0.032
0.5,5.832225,-0.043
0.5,5.844642,-0.053
0.5,5.850876,-0.059
0.5,5.863388,-0.069
0.5,5.869667,-0.074
0.5,5.882271,-0.085
0.5,5.89493,-0.095
0.5,5.901278,-0.1
0.5,5.914011,-0.111
0.5,5.920397,-0.116
0.5,5.933205,-0.126
0.5,5.939627,-0.131
0.5,5.952508,-0.141
0.5,5.965439,-0.152
0.5,5.971922,-0.157
0.5,5.984924,-0.167
0.5,5.991442,-0.172
0.5,6.004519,-0.182
0.5,6.011071,-0.188
0.5,6.024219,-0.198
0.5,6.03081,-0.203
0.5,6.044018,-0.213
0.5,6.050639,-0.218
0.5,6.063911,-0.228
0.5,6.070562,-0.233
0.5,6.083897,-0.243
0.5,6.090583,-0.248
0.5,6.103982,-0.258
0.5,6.110697,-0.263
0.5,6.124162,-0.273
0.5,6.130906,-0.278
0.5,6.144434,-0.288
0.5,6.15121,-0.294
0.5,6.164793,-0.304
0.5,6.171601,-0.309
0.5,6.185236,-0.319
0.5,6.192068,-0.324
0.5,6.205754,-0.334
0.5,6.212611,-0.339
0.5,6.219472,-0.344
0.5,6.233217,-0.355
0.5,6.2401,-0.36
0.5,6.253883,-0.37
0.5,6.260784,-0.375
0.5,6.274601,-0.385
0.5,6.281517,-0.39
0.5,6.295365,-0.401
0.5,6.302298,-0.406
0.5,6.309236,-0.411
0.5,6.32313,-0.421
0.5,6.330085,-0.427
0.5,6.344013,-0.437
0.5,6.350988,-0.442
0.5,6.364956,-0.453
0.5,6.371952,-0.458
0.5,6.385965,-0.468
0.5,6.392983,-0.473
0.5,6.400011,-0.479
0.5,6.414087,-0.489
0.5,6.421141,-0.494
0.5,6.435271,-0.505
0.5,6.442351,-0.51
