mass,logt,lum
0.075,7.819946,-2.667
0.075,7.830031,-2.675
0.075,7.841556,-2.685
0.075,7.849116,-2.691
0.075,7.860172,-2.699
0.075,7.869758,-2.707
0.075,7.87981,-2.715
0.075,7.890028,-2.723
0.075,7.899007,-2.73
0.075,7.909164,-2.738
0.075,7.919047,-2.746
0.075,7.929428,-2.755
0.075,7.939286,-2.763
0.075,7.94929,-2.771
0.075,7.959268,-2.779
0.075,7.9691,-2.787
0.075,7.979146,-2.795
0.075,7.989214,-2.803
0.075,7.999176,-2.812
0.075,8.009243,-2.82
0.075,8.019008,-2.828
0.075,8.029148,-2.836
0.075,8.039025,-2.845
0.075,8.048981,-2.853
0.075,8.059048,-2.861
0.075,8.069087,-2.87
0.075,8.079004,-2.878
0.075,8.089078,-2.886
0.075,8.099066,-2.895
0.075,8.108981,-2.903
0.075,8.119005,-2.912
0.075,8.129016,-2.921
0.075,8.138991,-2.93
0.075,8.149576,-2.939
0.075,8.1597,-2.948
0.075,8.169689,-2.956
0.075,8.179882,-2.965
0.075,8.193881,-2.978
0.075,8.201351,-2.984
0.075,8.216316,-2.997
0.075,8.223807,-3.004
0.075,8.231312,-3.011
0.075,8.246353,-3.024
0.075,8.253888,-3.031
0.075,8.261439,-3.038
0.075,8.269008,-3.045
0.075,8.284185,-3.058
0.075,8.291799,-3.065
0.075,8.29944,-3.072
0.075,8.314773,-3.086
0.075,8.322472,-3.093
0.075,8.330199,-3.099
0.075,8.345715,-3.113
0.075,8.353514,-3.12
0.075,8.361348,-3.127
0.075,8.369208,-3.134
0.075,8.385027,-3.148
0.075,8.39299,-3.155
0.075,8.400988,-3.162
0.075,8.409028,-3.169
0.075,8.425233,-3.184
0.075,8.433405,-3.191
0.075,8.441621,-3.198
0.075,8.449887,-3.206
0.075,8.466578,-3.221
0.075,8.475005,-3.228
0.075,8.483493,-3.236
0.075,8.492049,-3.244
0.075,8.500669,-3.252
0.075,8.509352,-3.26
0.075,8.526882,-3.276
0.075,8.535747,-3.284
0.075,8.544677,-3.292
0.075,8.553683,-3.3
0.075,8.562772,-3.308
0.075,8.571932,-3.317
0.075,8.581165,-3.325
0.075,8.590474,-3.334
0.075,8.599549,-3.342
0.075,8.609018,-3.35
0.075,8.628225,-3.368
0.075,8.637976,-3.377
0.075,8.647832,-3.386
0.075,8.657798,-3.395
0.075,8.66788,-3.404
0.075,8.678086,-3.413
0.075,8.688417,-3.422
0.075,8.69888,-3.432
0.075,8.709481,-3.441
0.075,8.720225,-3.45
0.075,8.731119,-3.46
0.075,8.742171,-3.469
0.075,8.753388,-3.479
0.075,8.76478,-3.489
0.075,8.776353,-3.498
0.075,8.788115,-3.508
0.075,8.800071,-3.518
0.075,8.812214,-3.528
0.075,8.824533,-3.538
0.075,8.837021,-3.548
0.075,8.849685,-3.558
0.075,8.862537,-3.568
0.075,8.875584,-3.578
0.075,8.888834,-3.588
0.075,8.902298,-3.598
0.075,8.915993,-3.608
0.075,8.929917,-3.618
0.075,8.944087,-3.628
0.075,8.958528,-3.638
0.075,8.973244,-3.648
0.075,8.987639,-3.657
0.075,9.001574,-3.666
0.075,9.015075,-3.675
0.075,9.028164,-3.683
0.075,9.040875,-3.691
0.075,9.053224,-3.699
0.075,9.065232,-3.706
0.075,9.076917,-3.713
0.075,9.088292,-3.721
0.075,9.09938,-3.73
0.075,9.110192,-3.738
0.075,9.120742,-3.746
0.075,9.131041,-3.753
0.075,9.141098,-3.76
0.075,9.150931,-3.766
0.075,9.160547,-3.772
0.075,9.169953,-3.778
0.075,9.179161,-3.784
0.075,9.188174,-3.789
0.075,9.197007,-3.794
0.075,9.205664,-3.799
0.075,9.214152,-3.803
0.075,9.222477,-3.807
0.075,9.230646,-3.811
0.075,9.238661,-3.815
0.075,9.246533,-3.818
0.075,9.254265,-3.821
0.075,9.261862,-3.823
0.075,9.269328,-3.825
0.075,9.276666,-3.828
0.075,9.283884,-3.83
0.075,9.290985,-3.832
0.075,9.29797,-3.834
0.075,9.304846,-3.836
0.075,9.311612,-3.838
0.075,9.318276,-3.839
0.075,9.32484,-3.841
0.075,9.331306,-3.843
0.075,9.337677,-3.844
0.075,9.343954,-3.846
0.075,9.350143,-3.847
0.075,9.356246,-3.849
0.075,9.362264,-3.85
0.075,9.368199,-3.851
0.075,9.374055,-3.853
0.075,9.379831,-3.854
0.075,9.385533,-3.855
0.075,9.391161,-3.856
0.075,9.402203,-3.859
0.075,9.412969,-3.861
0.075,9.423477,-3.863
0.075,9.433735,-3.864
0.075,9.443757,-3.866
0.075,9.453554,-3.868
0.075,9.463133,-3.869
0.075,9.472506,-3.87
0.075,9.48168,-3.872
0.075,9.490666,-3.873
0.075,9.49947,-3.874
0.075,9.512348,-3.875
0.075,9.520727,-3.876
0.075,9.532999,-3.878
0.075,9.540992,-3.878
0.075,9.552712,-3.88
0.075,9.560354,-3.88
0.075,9.571569,-3.881
0.075,9.582503,-3.882
0.075,9.589641,-3.883
0.075,9.600135,-3.883
0.075,9.61038,-3.884
0.075,9.62039,-3.884
0.075,9.630174,-3.885
0.075,9.639741,-3.885
0.075,9.649104,-3.886
0.075,9.661281,-3.886
0.075,9.670195,-3.887
0.075,9.681802,-3.887
0.075,9.690308,-3.887
0.075,9.701396,-3.888
0.075,9.709531,-3.888
0.075,9.720145,-3.888
0.075,9.730506,-3.888
0.075,9.740626,-3.889
0.075,9.750515,-3.889
0.075,9.760184,-3.889
0.075,9.769642,-3.889
0.075,9.781183,-3.889
0.075,9.7902,-3.889
0.075,9.799033,-3.889
0.075,9.809828,-3.889
0.075,9.82036,-3.889
0.075,9.830644,-3.889
0.075,9.840689,-3.889
0.075,9.850508,-3.889
0.075,9.860109,-3.889
0.075,9.869503,-3.889
0.075,9.880513,-3.889
0.075,9.88948,-3.889
0.075,9.900002,-3.889
0.075,9.910275,-3.889
0.075,9.92031,-3.889
0.075,9.930118,-3.889
0.075,9.93971,-3.889
0.075,9.949095,-3.889
0.075,9.959794,-3.889
0.075,9.970235,-3.889
0.075,9.978989,-3.889
0.075,9.988984,-3.889
0.075,10.00013,-3.889
0.08,5.694252,-1.197
0.08,5.70161,-1.201
0.08,5.708992,-1.205
0.08,5.723844,-1.213
0.08,5.731321,-1.217
0.08,5.746391,-1.224
0.08,5.753994,-1.228
0.08,5.761647,-1.232
0.08,5.76936,-1.236
0.08,5.784988,-1.243
0.08,5.792919,-1.247
0.08,5.80094,-1.251
0.08,5.809063,-1.254
0.08,5.825668,-1.261
0.08,5.834179,-1.265
0.08,5.842853,-1.268
0.08,5.851713,-1.272
0.08,5.860786,-1.275
0.08,5.870101,-1.279
0.08,5.87969,-1.282
0.08,5.889601,-1.285
0.08,5.899881,-1.288
0.08,5.910594,-1.291
0.08,5.921788,-1.295
0.08,5.932832,-1.297
0.08,5.943724,-1.3
0.08,5.954461,-1.302
0.08,5.965038,-1.305
0.08,5.975456,-1.307
0.08,5.985712,-1.308
0.08,5.995806,-1.31
0.08,6.005738,-1.312
0.08,6.015511,-1.313
0.08,6.025121,-1.315
0.08,6.03458,-1.316
0.08,6.045663,-1.317
0.08,6.058597,-1.319
0.08,6.07363,-1.321
0.08,6.091005,-1.322
0.08,6.110771,-1.324
0.08,6.128903,-1.326
0.08,6.145662,-1.327
0.08,6.161248,-1.329
0.08,6.175805,-1.33
0.08,6.189454,-1.331
0.08,6.202287,-1.333
0.08,6.214388,-1.334
0.08,6.225823,-1.335
0.08,6.236648,-1.336
0.08,6.246912,-1.337
0.08,6.256662,-1.339
0.08,6.265935,-1.34
0.08,6.274765,-1.341
0.08,6.283184,-1.342
0.08,6.291218,-1.344
0.08,6.298897,-1.345
0.08,6.306241,-1.347
0.08,6.313272,-1.349
0.08,6.320011,-1.35
0.08,6.326475,-1.352
0.08,6.332679,-1.353
0.08,6.33864,-1.355
0.08,6.344371,-1.356
0.08,6.349881,-1.358
0.08,6.355187,-1.359
0.08,6.360296,-1.361
0.08,6.36522,-1.362
0.08,6.369969,-1.364
0.08,6.374549,-1.365
0.08,6.383237,-1.368
0.08,6.391346,-1.371
0.08,6.402536,-1.376
0.08,6.409412,-1.379
0.08,6.421934,-1.384
0.08,6.43038,-1.388
0.08,6.440552,-1.394
0.08,6.449648,-1.399
0.08,6.459735,-1.406
0.08,6.470263,-1.413
0.08,6.479384,-1.42
0.08,6.489784,-1.429
0.08,6.499594,-1.438
0.08,6.50952,-1.449
0.08,6.51909,-1.46
0.08,6.529108,-1.473
0.08,6.539246,-1.487
0.08,6.549208,-1.501
0.08,6.559162,-1.516
0.08,6.571021,-1.533
0.08,6.580464,-1.546
0.08,6.5901,-1.56
0.08,6.599928,-1.573
0.08,6.609949,-1.586
0.08,6.62016,-1.599
0.08,6.630563,-1.613
0.08,6.641157,-1.626
0.08,6.651873,-1.639
0.08,6.659164,-1.647
0.08,6.67026,-1.66
0.08,6.681547,-1.673
0.08,6.689181,-1.682
0.08,6.700799,-1.694
0.08,6.712622,-1.707
0.08,6.720621,-1.716
0.08,6.732795,-1.728
0.08,6.74103,-1.736
0.08,6.749361,-1.745
0.08,6.762032,-1.757
0.08,6.770599,-1.765
0.08,6.779255,-1.773
0.08,6.792412,-1.786
0.08,6.801295,-1.794
0.08,6.810261,-1.802
0.08,6.81931,-1.81
0.08,6.833051,-1.824
0.08,6.842325,-1.833
0.08,6.851689,-1.842
0.08,6.861135,-1.851
0.08,6.870661,-1.86
0.08,6.880268,-1.869
0.08,6.88995,-1.878
0.08,6.899708,-1.887
0.08,6.909537,-1.896
0.08,6.919437,-1.905
0.08,6.929408,-1.914
0.08,6.939447,-1.924
0.08,6.949556,-1.933
0.08,6.959736,-1.942
0.08,6.969984,-1.951
0.08,6.980303,-1.96
0.08,6.99069,-1.969
0.08,7.001145,-1.979
0.08,7.011659,-1.988
0.08,7.022243,-1.997
0.08,7.032877,-2.006
0.08,7.043598,-2.015
0.08,7.048985,-2.02
0.08,7.059817,-2.029
0.08,7.070721,-2.038
0.08,7.0817,-2.047
0.08,7.092745,-2.057
0.08,7.103862,-2.066
0.08,7.109447,-2.07
0.08,7.120659,-2.08
0.08,7.131936,-2.089
0.08,7.143277,-2.098
0.08,7.148973,-2.103
0.08,7.160405,-2.112
0.08,7.171902,-2.121
0.08,7.183461,-2.13
0.08,7.189257,-2.135
0.08,7.200892,-2.144
0.08,7.212571,-2.153
0.08,7.2243,-2.162
0.08,7.230181,-2.167
0.08,7.241972,-2.176
0.08,7.25381,-2.185
0.08,7.259744,-2.19
0.08,7.271642,-2.199
0.08,7.283584,-2.208
0.08,7.289569,-2.213
0.08,7.30157,-2.222
0.08,7.313614,-2.231
0.08,7.319651,-2.235
0.08,7.331755,-2.245
0.08,7.343903,-2.254
0.08,7.349971,-2.259
0.08,7.362177,-2.268
0.08,7.374424,-2.277
0.08,7.38056,-2.282
0.08,7.392862,-2.291
0.08,7.399028,-2.295
0.08,7.411384,-2.305
0.08,7.423778,-2.315
0.08,7.429994,-2.32
0.08,7.442464,-2.329
0.08,7.454987,-2.339
0.08,7.461267,-2.344
0.08,7.473869,-2.354
0.08,7.48019,-2.359
0.08,7.492872,-2.369
0.08,7.499235,-2.374
0.08,7.512004,-2.384
0.08,7.524828,-2.394
0.08,7.531262,-2.399
0.08,7.544171,-2.409
0.08,7.550645,-2.414
0.08,7.563634,-2.424
0.08,7.570149,-2.429
0.08,7.583214,-2.439
0.08,7.589763,-2.445
0.08,7.602896,-2.455
0.08,7.609478,-2.46
0.08,7.622671,-2.47
0.08,7.629282,-2.475
0.08,7.642531,-2.485
0.08,7.649168,-2.49
0.08,7.662469,-2.501
0.08,7.669132,-2.506
0.08,7.682484,-2.516
0.08,7.689172,-2.521
0.08,7.702574,-2.531
0.08,7.709288,-2.537
0.08,7.722628,-2.547
0.08,7.729106,-2.552
0.08,7.740341,-2.561
0.08,7.749878,-2.568
0.08,7.761958,-2.577
0.08,7.772138,-2.585
0.08,7.780947,-2.592
0.08,7.791121,-2.6
0.08,7.799947,-2.607
0.08,7.809566,-2.614
0.08,7.819555,-2.622
0.08,7.82962,-2.63
0.08,7.839569,-2.637
0.08,7.849287,-2.645
0.08,7.859583,-2.653
0.08,7.869329,-2.66
0.08,7.879234,-2.668
0.08,7.889095,-2.676
0.08,7.899288,-2.684
0.08,7.909108,-2.691
0.08,7.919305,-2.699
0.08,7.92927,-2.707
0.08,7.939231,-2.715
0.08,7.949052,-2.723
0.08,7.959098,-2.731
0.08,7.969158,-2.739
0.08,7.979092,-2.746
0.08,7.989116,-2.754
0.08,7.999071,-2.762
0.08,8.00897,-2.77
0.08,8.019025,-2.779
0.08,8.029055,-2.787
0.08,8.039029,-2.795
0.08,8.048993,-2.803
0.08,8.059018,-2.811
0.08,8.068976,-2.819
0.08,8.079225,-2.828
0.08,8.09185,-2.838
0.08,8.100908,-2.845
0.08,8.113626,-2.856
0.08,8.120909,-2.862
0.08,8.135517,-2.874
0.08,8.142843,-2.88
0.08,8.150179,-2.886
0.08,8.164903,-2.898
0.08,8.172288,-2.904
0.08,8.179474,-2.91
0.08,8.194323,-2.922
0.08,8.201774,-2.928
0.08,8.209241,-2.935
0.08,8.224222,-2.947
0.08,8.231729,-2.954
0.08,8.239249,-2.96
0.08,8.254338,-2.973
0.08,8.2619,-2.98
0.08,8.269476,-2.987
0.08,8.284683,-3.0
0.08,8.292309,-3.006
0.08,8.299949,-3.013
0.08,8.315298,-3.026
0.08,8.323002,-3.033
0.08,8.330726,-3.04
0.08,8.346257,-3.053
0.08,8.354064,-3.06
0.08,8.361898,-3.067
0.08,8.369767,-3.074
0.08,8.385608,-3.088
0.08,8.393586,-3.095
0.08,8.401604,-3.102
0.08,8.409664,-3.109
0.08,8.425924,-3.122
0.08,8.434123,-3.129
0.08,8.442376,-3.136
0.08,8.450683,-3.143
0.08,8.459046,-3.15
0.08,8.475959,-3.164
0.08,8.484509,-3.171
0.08,8.493133,-3.178
0.08,8.501835,-3.185
0.08,8.510609,-3.192
0.08,8.519467,-3.2
0.08,8.537451,-3.214
0.08,8.546586,-3.222
0.08,8.555826,-3.229
0.08,8.565169,-3.236
0.08,8.574631,-3.244
0.08,8.584215,-3.252
0.08,8.593912,-3.259
0.08,8.603729,-3.267
0.08,8.613676,-3.275
0.08,8.623758,-3.283
0.08,8.633996,-3.291
0.08,8.644391,-3.299
0.08,8.654963,-3.307
0.08,8.665725,-3.315
0.08,8.67667,-3.323
0.08,8.687811,-3.332
0.08,8.69916,-3.34
0.08,8.710735,-3.348
0.08,8.722552,-3.357
0.08,8.734629,-3.365
0.08,8.746989,-3.373
0.08,8.759651,-3.382
0.08,8.772641,-3.39
0.08,8.785991,-3.399
0.08,8.79974,-3.408
0.08,8.813929,-3.417
0.08,8.828604,-3.426
0.08,8.843384,-3.434
0.08,8.858942,-3.443
0.08,8.874329,-3.451
0.08,8.889534,-3.459
0.08,8.904548,-3.467
0.08,8.919365,-3.474
0.08,8.933978,-3.481
0.08,8.948381,-3.488
0.08,8.962569,-3.494
0.08,8.976538,-3.499
0.08,8.990286,-3.505
0.08,9.003809,-3.51
0.08,9.017104,-3.515
0.08,9.030138,-3.519
0.08,9.042792,-3.523
0.08,9.055088,-3.527
0.08,9.067045,-3.531
0.08,9.078682,-3.534
0.08,9.090011,-3.537
0.08,9.101056,-3.54
0.08,9.111827,-3.543
0.08,9.122337,-3.545
0.08,9.132599,-3.547
0.08,9.142621,-3.549
0.08,9.15242,-3.551
0.08,9.162003,-3.553
0.08,9.171378,-3.555
0.08,9.180556,-3.556
0.08,9.189541,-3.558
0.08,9.198346,-3.559
0.08,9.206977,-3.561
0.08,9.215439,-3.562
0.08,9.22374,-3.563
0.08,9.231882,-3.564
0.08,9.239877,-3.565
0.08,9.247728,-3.566
0.08,9.255439,-3.566
0.08,9.263016,-3.567
0.08,9.270462,-3.568
0.08,9.277781,-3.569
0.08,9.284981,-3.569
0.08,9.292063,-3.57
0.08,9.299032,-3.57
0.08,9.305891,-3.571
0.08,9.312641,-3.571
0.08,9.319289,-3.572
0.08,9.325838,-3.572
0.08,9.332289,-3.572
0.08,9.338646,-3.573
0.08,9.344909,-3.573
0.08,9.351085,-3.573
0.08,9.357174,-3.574
0.08,9.363179,-3.574
0.08,9.369103,-3.574
0.08,9.374944,-3.574
0.08,9.38071,-3.575
0.08,9.386401,-3.575
0.08,9.392018,-3.575
0.08,9.397563,-3.575
0.08,9.403038,-3.575
0.08,9.408443,-3.575
0.08,9.413784,-3.576
0.08,9.41906,-3.576
0.08,9.429423,-3.576
0.08,9.439543,-3.576
0.08,9.449434,-3.576
0.08,9.459103,-3.576
0.08,9.473217,-3.577
0.08,9.482376,-3.577
0.08,9.491348,-3.577
0.08,9.500138,-3.577
0.08,9.512996,-3.577
0.08,9.521363,-3.577
0.08,9.52957,-3.577
0.08,9.541599,-3.577
0.08,9.549436,-3.577
0.08,9.560934,-3.577
0.08,9.572135,-3.577
0.08,9.579445,-3.577
0.08,9.590184,-3.577
0.08,9.600665,-3.577
0.08,9.610897,-3.577
0.08,9.620896,-3.577
0.08,9.630668,-3.577
0.08,9.640225,-3.577
0.08,9.649577,-3.577
0.08,9.661741,-3.577
0.08,9.670645,-3.577
0.08,9.679371,-3.577
0.08,9.690738,-3.577
0.08,9.699073,-3.577
0.08,9.709943,-3.577
0.08,9.720547,-3.577
0.08,9.730899,-3.577
0.08,9.74101,-3.577
0.08,9.75089,-3.577
0.08,9.760551,-3.577
0.08,9.770001,-3.577
0.08,9.77925,-3.577
0.08,9.790542,-3.577
0.08,9.799368,-3.576
0.08,9.810155,-3.576
0.08,9.82068,-3.576
0.08,9.830955,-3.576
0.08,9.839005,-3.576
0.08,9.850805,-3.576
0.08,9.8604,-3.576
0.08,9.869788,-3.576
0.08,9.878977,-3.576
0.08,9.889753,-3.576
0.08,9.900268,-3.576
0.08,9.910534,-3.576
0.08,9.920564,-3.576
0.08,9.930366,-3.576
0.08,9.939953,-3.576
0.08,9.949332,-3.576
0.08,9.960025,-3.576
0.08,9.968986,-3.575
0.08,9.97921,-3.575
0.08,9.989201,-3.575
0.08,10.000343,-3.575
0.09,5.68945,-1.127
0.09,5.704976,-1.135
0.09,5.712836,-1.139
0.09,5.720767,-1.143
0.09,5.736878,-1.151
0.09,5.745079,-1.155
0.09,5.753392,-1.158
0.09,5.761829,-1.162
0.09,5.770403,-1.166
0.09,5.779131,-1.17
0.09,5.797136,-1.177
0.09,5.806457,-1.181
0.09,5.816036,-1.184
0.09,5.825904,-1.188
0.09,5.836108,-1.191
0.09,5.846698,-1.195
0.09,5.85774,-1.198
0.09,5.869307,-1.202
0.09,5.880811,-1.205
0.09,5.892153,-1.208
0.09,5.903328,-1.21
0.09,5.914333,-1.213
0.09,5.925168,-1.215
0.09,5.93583,-1.217
0.09,5.94632,-1.219
0.09,5.956641,-1.221
0.09,5.966791,-1.223
0.09,5.976774,-1.224
0.09,5.986589,-1.225
0.09,5.996241,-1.227
0.09,6.007547,-1.228
0.09,6.020734,-1.23
0.09,6.036054,-1.232
0.09,6.053747,-1.233
0.09,6.072735,-1.235
0.09,6.09024,-1.237
0.09,6.106487,-1.238
0.09,6.121635,-1.24
0.09,6.135823,-1.241
0.09,6.149148,-1.243
0.09,6.161703,-1.244
0.09,6.173559,-1.245
0.09,6.184774,-1.246
0.09,6.195407,-1.248
0.09,6.205499,-1.249
0.09,6.215095,-1.25
0.09,6.224233,-1.251
0.09,6.23294,-1.253
0.09,6.24125,-1.254
0.09,6.249186,-1.255
0.09,6.256775,-1.256
0.09,6.264038,-1.257
0.09,6.270993,-1.259
0.09,6.27766,-1.26
0.09,6.284056,-1.261
0.09,6.290197,-1.262
0.09,6.296095,-1.263
0.09,6.301763,-1.264
0.09,6.307218,-1.265
0.09,6.312465,-1.266
0.09,6.317518,-1.268
0.09,6.322389,-1.269
0.09,6.327083,-1.27
0.09,6.331609,-1.271
0.09,6.335977,-1.272
0.09,6.340196,-1.273
0.09,6.352011,-1.276
0.09,6.359253,-1.278
0.09,6.36927,-1.283
0.09,6.38125,-1.288
0.09,6.389343,-1.292
0.09,6.399111,-1.298
0.09,6.409911,-1.304
0.09,6.419397,-1.31
0.09,6.429344,-1.318
0.09,6.439333,-1.326
0.09,6.449049,-1.334
0.09,6.459213,-1.344
0.09,6.469227,-1.355
0.09,6.479326,-1.367
0.09,6.488978,-1.379
0.09,6.499072,-1.393
0.09,6.509138,-1.407
0.09,6.519363,-1.422
0.09,6.530922,-1.438
0.09,6.540503,-1.451
0.09,6.550275,-1.464
0.09,6.560243,-1.478
0.09,6.570418,-1.491
0.09,6.580805,-1.504
0.09,6.59141,-1.517
0.09,6.602229,-1.53
0.09,6.609493,-1.539
0.09,6.620662,-1.552
0.09,6.632033,-1.565
0.09,6.639723,-1.573
0.09,6.651419,-1.586
0.09,6.659319,-1.595
0.09,6.67132,-1.608
0.09,6.679418,-1.616
0.09,6.691709,-1.629
0.09,6.699997,-1.637
0.09,6.71257,-1.65
0.09,6.721044,-1.658
0.09,6.729592,-1.667
0.09,6.742552,-1.679
0.09,6.751287,-1.688
0.09,6.760098,-1.696
0.09,6.768989,-1.704
0.09,6.782448,-1.717
0.09,6.791543,-1.725
0.09,6.800721,-1.733
0.09,6.809979,-1.741
0.09,6.819327,-1.75
0.09,6.833535,-1.763
0.09,6.843131,-1.772
0.09,6.852826,-1.781
0.09,6.862616,-1.79
0.09,6.8725,-1.799
0.09,6.882475,-1.808
0.09,6.892537,-1.817
0.09,6.902682,-1.826
0.09,6.912907,-1.835
0.09,6.923206,-1.844
0.09,6.933573,-1.853
0.09,6.944005,-1.862
0.09,6.949246,-1.866
0.09,6.959774,-1.875
0.09,6.970363,-1.884
0.09,6.98101,-1.894
0.09,6.99171,-1.903
0.09,7.002464,-1.912
0.09,7.013259,-1.921
0.09,7.024116,-1.93
0.09,7.029562,-1.934
0.09,7.040499,-1.943
0.09,7.051484,-1.953
0.09,7.062526,-1.962
0.09,7.073623,-1.971
0.09,7.079192,-1.975
0.09,7.090367,-1.984
0.09,7.101592,-1.994
0.09,7.112873,-2.003
0.09,7.124204,-2.012
0.09,7.129893,-2.016
0.09,7.141309,-2.025
0.09,7.152784,-2.034
0.09,7.16432,-2.044
0.09,7.170109,-2.048
0.09,7.181732,-2.057
0.09,7.193408,-2.066
0.09,7.199267,-2.071
0.09,7.211016,-2.08
0.09,7.222815,-2.089
0.09,7.234664,-2.098
0.09,7.240609,-2.103
0.09,7.252533,-2.112
0.09,7.264511,-2.121
0.09,7.270516,-2.125
0.09,7.282563,-2.135
0.09,7.294656,-2.144
0.09,7.300715,-2.148
0.09,7.31286,-2.157
0.09,7.325043,-2.166
0.09,7.331146,-2.171
0.09,7.343377,-2.18
0.09,7.349507,-2.184
0.09,7.361788,-2.193
0.09,7.374099,-2.203
0.09,7.380267,-2.207
0.09,7.392625,-2.216
0.09,7.405013,-2.225
0.09,7.411219,-2.23
0.09,7.423654,-2.239
0.09,7.429891,-2.244
0.09,7.442398,-2.254
0.09,7.454953,-2.264
0.09,7.461249,-2.269
0.09,7.473878,-2.278
0.09,7.48021,-2.283
0.09,7.492904,-2.293
0.09,7.499268,-2.298
0.09,7.512028,-2.308
0.09,7.524828,-2.318
0.09,7.531245,-2.323
0.09,7.54411,-2.332
0.09,7.550559,-2.337
0.09,7.563485,-2.347
0.09,7.569963,-2.352
0.09,7.582952,-2.362
0.09,7.589463,-2.367
0.09,7.602516,-2.377
0.09,7.609058,-2.382
0.09,7.622179,-2.392
0.09,7.635346,-2.402
0.09,7.641455,-2.406
0.09,7.65201,-2.414
0.09,7.660936,-2.421
0.09,7.672203,-2.429
0.09,7.681669,-2.436
0.09,7.689843,-2.443
0.09,7.699263,-2.45
0.09,7.709301,-2.457
0.09,7.719519,-2.465
0.09,7.729636,-2.473
0.09,7.739493,-2.48
0.09,7.749004,-2.487
0.09,7.758975,-2.495
0.09,7.769049,-2.503
0.09,7.778999,-2.51
0.09,7.789221,-2.518
0.09,7.799421,-2.526
0.09,7.809031,-2.533
0.09,7.819113,-2.541
0.09,7.82903,-2.548
0.09,7.839169,-2.556
0.09,7.849062,-2.563
0.09,7.859003,-2.571
0.09,7.86897,-2.579
0.09,7.879072,-2.586
0.09,7.888972,-2.594
0.09,7.899,-2.601
0.09,7.909045,-2.609
0.09,7.919018,-2.617
0.09,7.928996,-2.624
0.09,7.939002,-2.632
0.09,7.948978,-2.64
0.09,7.95901,-2.647
0.09,7.970174,-2.656
0.09,7.980666,-2.664
0.09,7.989388,-2.67
0.09,8.001647,-2.679
0.09,8.015896,-2.69
0.09,8.023038,-2.695
0.09,8.030191,-2.701
0.09,8.044528,-2.712
0.09,8.051712,-2.717
0.09,8.066113,-2.728
0.09,8.07333,-2.733
0.09,8.080554,-2.739
0.09,8.095037,-2.75
0.09,8.102073,-2.755
0.09,8.109332,-2.761
0.09,8.123881,-2.772
0.09,8.131169,-2.777
0.09,8.145774,-2.789
0.09,8.153092,-2.794
0.09,8.160421,-2.8
0.09,8.175114,-2.811
0.09,8.18248,-2.817
0.09,8.189866,-2.823
0.09,8.2047,-2.835
0.09,8.212148,-2.841
0.09,8.219619,-2.847
0.09,8.234634,-2.859
0.09,8.242179,-2.865
0.09,8.249753,-2.871
0.09,8.264995,-2.883
0.09,8.272665,-2.889
0.09,8.280371,-2.895
0.09,8.29589,-2.907
0.09,8.303708,-2.913
0.09,8.311565,-2.919
0.09,8.319464,-2.925
0.09,8.335392,-2.937
0.09,8.343424,-2.944
0.09,8.351499,-2.95
0.09,8.359612,-2.956
0.09,8.375982,-2.968
0.09,8.384239,-2.975
0.09,8.392549,-2.981
0.09,8.400918,-2.987
0.09,8.409341,-2.993
0.09,8.426384,-3.006
0.09,8.435008,-3.012
0.09,8.443707,-3.019
0.09,8.452495,-3.025
0.09,8.461375,-3.032
0.09,8.470355,-3.038
0.09,8.479444,-3.045
0.09,8.497986,-3.058
0.09,8.507455,-3.065
0.09,8.517073,-3.072
0.09,8.526847,-3.078
0.09,8.536794,-3.085
0.09,8.546927,-3.092
0.09,8.557262,-3.098
0.09,8.567819,-3.105
0.09,8.578615,-3.112
0.09,8.589673,-3.119
0.09,8.601022,-3.125
0.09,8.612695,-3.132
0.09,8.624713,-3.139
0.09,8.63712,-3.146
0.09,8.64997,-3.152
0.09,8.663315,-3.159
0.09,8.677199,-3.166
0.09,8.690999,-3.172
0.09,8.704627,-3.178
0.09,8.718071,-3.184
0.09,8.731328,-3.189
0.09,8.744391,-3.194
0.09,8.757257,-3.199
0.09,8.769924,-3.203
0.09,8.782389,-3.207
0.09,8.794652,-3.211
0.09,8.806709,-3.215
0.09,8.818562,-3.218
0.09,8.830211,-3.221
0.09,8.841656,-3.224
0.09,8.852899,-3.226
0.09,8.863942,-3.229
0.09,8.874786,-3.231
0.09,8.885435,-3.233
0.09,8.895891,-3.235
0.09,8.908115,-3.237
0.09,8.922343,-3.239
0.09,8.938496,-3.241
0.09,8.954069,-3.243
0.09,8.969103,-3.245
0.09,8.983634,-3.246
0.09,8.997694,-3.248
0.09,9.011312,-3.249
0.09,9.024519,-3.249
0.09,9.037335,-3.25
0.09,9.049784,-3.251
0.09,9.061882,-3.251
0.09,9.073656,-3.252
0.09,9.085119,-3.252
0.09,9.096288,-3.253
0.09,9.107176,-3.253
0.09,9.117798,-3.253
0.09,9.128163,-3.254
0.09,9.13829,-3.254
0.09,9.148186,-3.254
0.09,9.157862,-3.254
0.09,9.167326,-3.254
0.09,9.176586,-3.254
0.09,9.185655,-3.254
0.09,9.194539,-3.255
0.09,9.203245,-3.255
0.09,9.21178,-3.255
0.09,9.220147,-3.255
0.09,9.228359,-3.255
0.09,9.236419,-3.255
0.09,9.244332,-3.255
0.09,9.252103,-3.255
0.09,9.259735,-3.255
