C/H,N/H,Mg/H,Si/H,O/H,Fe/H,S/H,He/H,mass,name
0.00010324711895494153,2.594203780059575e-05,1.6088638485698962e-05,1.2436042142790428e-05,0.00018806097155658278,1.1697404231511364e-05,5.065876171720332e-06,0.0794336044288692,0.799996,13001448-1459060
0.00038512488008753576,9.67812027817382e-05,6.735943820318384e-05,4.6386882670850364e-05,0.0007015324632434388,4.581232099925477e-05,1.8898366439659867e-05,0.0807846439162396,1.0345324691745088,18174767-4457194
0.00014753060678107479,3.70763639823591e-05,2.2183794418449532e-05,1.7770371834658584e-05,0.0002687404431080297,1.6937863618494427e-05,7.239374503154111e-06,0.07964164435626381,0.9997445630584142,06390896-5153218
0.000191056233026391,4.801285072804052e-05,2.595596662072271e-05,2.3011300714921938e-05,0.0003480307230296699,2.214586869707982e-05,9.375321935895352e-06,0.07984214679946207,0.7597768077409097,07594746-0021452
0.00016311887679209365,4.099224748684992e-05,2.0496592248181288e-05,1.9647843293351802e-05,0.00029712813220990195,1.8797305582111735e-05,8.004779047162428e-06,0.07970765997193456,0.7195968629403572,15001599-3759051
0.0001429715303770832,3.593217180687429e-05,2.1732967298072622e-05,1.7221587280117616e-05,0.0002604442915944337,1.6395812041009364e-05,7.016260121153834e-06,0.07962056730666044,0.7170849713596055,23195103-0148311
9.302682943429538e-05,2.337613945011895e-05,1.6044375600053268e-05,1.1203005594095682e-05,0.00016944710074270954,1.0499236051904002e-05,4.564718985171614e-06,0.07938823060289733,0.7599710549578914,23191490-3954199
0.00017836945772279413,4.48227991063126e-05,2.5266582303421077e-05,2.1482642437600834e-05,0.00032491242249783496,2.062212724907026e-05,8.752560646730594e-06,0.0797844426512977,0.8189351847619379,07392648-0005376
0.0003303040023396923,8.300603556533794e-05,5.405434958594214e-05,3.978334089453557e-05,0.0006016669144651925,3.9068975073893304e-05,1.62081839934101e-05,0.08051509302943813,0.8193411702903782,01205534-6002120
0.0004801160831234502,0.00012066249316070263,7.269636319268878e-05,5.7827441859567836e-05,0.0008745385810800738,5.75816731322156e-05,2.3560447121416848e-05,0.08121847555144157,0.939209865482647,10434241-3509345
0.00025638527570220025,6.442994695058265e-05,3.798780473865235e-05,3.088104289191972e-05,0.00046703288448537696,3.004353315915312e-05,1.2581177774305131e-05,0.08015551174513932,0.9386916825950422,08394141-0023023
0.0002040106218509016,5.1268124225666345e-05,3.079197507309788e-05,2.4572167430382876e-05,0.0003716234214682358,2.3704786098199273e-05,1.00109010516529e-05,0.07990889066903509,0.9656138801977624,11594999-1051193
0.00016261574128424619,4.086868374903348e-05,2.1120408479522828e-05,1.9588242285640264e-05,0.000296231491127207,1.8738144967301963e-05,7.980224164102282e-06,0.07970664224396178,0.8000001380815739,13595533-4052540
0.00012858331343651436,3.231204449965814e-05,2.2036522913605575e-05,1.548792956160373e-05,0.00023420573858237934,1.4687233194119995e-05,6.3097118639258945e-06,0.07955723826884653,1.262034958971675,18190043-4502367
0.00023291054537671757,5.8532064520519096e-05,3.5812357159540125e-05,2.805319784929944e-05,0.00042426695435993626,2.7196013772050617e-05,1.14292031185512e-05,0.08004693297070024,0.8191324345131271,12121092-4100146
8.550912358844288e-05,2.148835435790179e-05,1.3509042614489871e-05,1.0300653608220606e-05,0.00015576491674877354,9.62151297114383e-06,4.195919753421407e-06,0.07935015034231062,1.172488166476294,10003213-0550450
0.00014093078640405114,3.541583849196239e-05,1.9347737078902917e-05,1.6975556796433547e-05,0.00025673167537331793,1.61537359180254e-05,6.916063649665556e-06,0.07960699309358966,0.6796624316082586,04311853-5000206
7.664606723111343e-05,1.926208868487901e-05,1.2658455990630366e-05,9.233114420775334e-06,0.000139615022514447,8.59012452569461e-06,3.7616382715842847e-06,0.07930929028541298,1.0183576397555092,23200169-5448503
0.00022862070482512414,5.745189976360957e-05,4.059611091965415e-05,2.753702222996437e-05,0.0004164571721310111,2.66766596973735e-05,1.1218598489497961e-05,0.08003691778353814,1.0257777709683291,15095941-3949123
0.00014916160922867888,3.7486053078287926e-05,1.886098845951707e-05,1.796583517332475e-05,0.00027171067075059584,1.7131953356628802e-05,7.319419941669488e-06,0.07964258594753729,0.952120151392737,02003595-5723238
0.0001478745429818431,3.7158126769251366e-05,2.1674702470780946e-05,1.7809951068048418e-05,0.00026935546018473254,1.6978452488430374e-05,7.256608829203869e-06,0.07964218230180402,0.8017018896966138,15060186-4006232
0.00024938078393009185,6.267102838405308e-05,4.55322358773901e-05,3.003728931427082e-05,0.00045426906565398234,2.919274773255641e-05,1.2237320187630026e-05,0.08013862987589761,1.1303952505349506,07190260-4400361
0.0003465270359643771,8.708107053957325e-05,4.802701996962353e-05,4.17377482768878e-05,0.0006312162062008464,4.106078345739439e-05,1.7004384877016693e-05,0.08057595867437141,0.9564289929694348,10392155-3200040
0.0001510489560515827,3.7956127713459004e-05,2.084547476478963e-05,1.8191736221826795e-05,0.0002751373365417352,1.7356057390486794e-05,7.4117002268360566e-06,0.0796546996969226,0.719499134004651,14005352-2801180
0.0004053502540178427,0.00010186061798765986,6.590869881924773e-05,4.8819220094858186e-05,0.0007383222909578912,4.8308152411272024e-05,1.9890165896886873e-05,0.08087199437509772,1.297520047316162,15172207-4123284
0.00023064184375635164,5.7961145810693065e-05,3.23114909284763e-05,2.7780001084022373e-05,0.00042012743175387995,2.69206786457541e-05,1.1317574239214194e-05,0.08003019433294035,0.7999969999999998,21395875-5446464
0.0001086352440356635,2.7301363690067657e-05,1.811519827519602e-05,1.308331318231798e-05,0.00019788894320842913,1.2331309597765403e-05,5.330317338867856e-06,0.07946135118358821,1.0712986002370095,09595445-2005468
0.0004683097994284904,0.00011768203205267795,6.782189664114747e-05,5.6404652634188686e-05,0.0008530401621295225,5.6112625800070016e-05,2.297979457157921e-05,0.08115653593672559,1.04596979502696,04291718-3004096
0.0004005743213618132,0.00010066606240138097,5.733509694903028e-05,4.824597438078967e-05,0.0007296509440196216,4.771909426023408e-05,1.9655588965031138e-05,0.08083450274593366,0.8801807006154059,11590054-3057057
0.00011437370037227187,2.874128018823482e-05,1.6594364813144514e-05,1.3776141012053732e-05,0.00020832654056255728,1.3008042136896424e-05,5.61229718582816e-06,0.07948390089302285,0.7399960000000021,22595953-1455006
0.0002510544448087913,6.309027181138115e-05,3.071930844556726e-05,3.0238181904595967e-05,0.0004573064720830359,2.9395602932738047e-05,1.2319183836988393e-05,0.08011799183437356,0.7796043002621894,22591255-3953090
0.00022243721179064708,5.589921430575397e-05,3.1908654926663635e-05,2.679174233006261e-05,0.0004051781348363393,2.592852389333322e-05,1.091522039275907e-05,0.07999293339399041,0.919026088672252,03353411-3450381
0.00012283825951722372,3.087014177617032e-05,2.1053632717284524e-05,1.4795680223229023e-05,0.00022378251797297637,1.400858460838241e-05,6.0278623437081354e-06,0.07952994760820863,0.7665822549448089,00093546-0332078
0.00015830550953388256,3.978473209109906e-05,2.2466372467068267e-05,1.906646163699621e-05,0.0002883944269414339,1.8222938964382754e-05,7.76850656993708e-06,0.07969005837591997,1.0360582944635206,00375214-5953234
